X,Y,NOME_UF,TIPO,DATA_INI_U,DATA_INI_1,ACES,ULS,ARS,COD_POSTAL,COD_POST_1,DES_FREGUE,DES_CONCEL,WGS84_LAT_,WGS84_LONG,field_14,icon_url
-8.80373,37.3171,UCSP Aljezur,UCSP,3/20/2007,3/20/2007,ACES Algarve Barlavento,,ARS Algarve,8670-084,Aljezur,Aljezur,Aljezur,37.317100000000003,-8.803730000000000,FARO,./0.png
-7.93765,37.0275,UCSP Faro,UCSP,3/20/2007,3/20/2007,ACES Algarve Central,,ARS Algarve,8009-003,Faro,Uni?o das freguesias de Faro (S‚ e S?o Pedro),Faro,37.027500000000003,-7.937650000000000,FARO,./0.png
-8.45814,37.1361,UCSP Lagoa,UCSP,3/20/2007,3/20/2007,ACES Algarve Barlavento,,ARS Algarve,8400-413,Lagoa,Uni?o das freguesias de Lagoa e Carvoeiro,Lagoa,37.136099999999999,-8.458140000000000,FARO,./0.png
-8.68834,37.1018,UCSP Lagos,UCSP,3/20/2007,3/20/2007,ACES Algarve Barlavento,,ARS Algarve,8600-296,Lagos,Uni?o das freguesias de Lagos (S?o Sebasti?o e Santa Maria),Lagos,37.101799999999997,-8.688340000000000,FARO,./0.png
-8.01256,37.1456,UCSP Loul‚,UCSP,3/20/2007,3/20/2007,ACES Algarve Central,,ARS Algarve,8100-740,Loul‚,Loul‚ (S?o Clemente),Loul‚,37.145600000000002,-8.012560000000001,FARO,./0.png
-7.84028,37.0363,UCSP Olh?o,UCSP,3/20/2007,3/20/2007,ACES Algarve Central,,ARS Algarve,8700-240,Olh?o,Quelfes,Olh?o,37.036299999999997,-7.840280000000000,FARO,./0.png
-8.54561,37.138,UCSP Portim?o,UCSP,3/20/2007,3/20/2007,ACES Algarve Barlavento,,ARS Algarve,8500-723,Portim?o,Portim?o,Portim?o,37.137999999999998,-8.545610000000000,FARO,./0.png
-8.43209,37.1962,UCSP Silves,UCSP,3/20/2007,3/20/2007,ACES Algarve Barlavento,,ARS Algarve,8300-167,Silves,Silves,Silves,37.196199999999997,-8.432090000000001,FARO,./0.png
-7.65061,37.1159,UCSP Mar,UCSP,01-01-11,01-01-11,ACES Algarve Sotavento,,ARS Algarve,8800-534,Tavira,Santa Luzia,Tavira,37.115900000000003,-7.650610000000000,FARO,./0.png
-8.9117,37.0841,UCSP Vila do Bispo,UCSP,3/20/2007,3/20/2007,ACES Algarve Barlavento,,ARS Algarve,8650-405,Vila do Bispo,Vila do Bispo e Raposeira,Vila do Bispo,37.084099999999999,-8.911700000000000,FARO,./0.png
-8.13965,41.6351,UCSP Vieira do Minho,UCSP,3/20/2007,3/20/2007,ACES Gerˆs / Cabreira,,ARS Norte,4850-527,Vieira do Minho,Vieira do Minho,Vieira do Minho,41.635100000000001,-8.139650000000000,BRAGA,./0.png
-6.96303,41.3457,UCSP Alfƒndega da F‚,UCSP,3/20/2007,3/20/2007,ACES Nordeste,ULS Nordeste,ARS Norte,5350-009,Alfandega da F‚,Alfƒndega da F‚,Alfƒndega da F‚,41.345700000000001,-6.963030000000000,BRAGAN€A,./0.png
0,0,UCSP Carrazeda Ansi?es,UCSP,3/20/2007,3/20/2007,ACES Nordeste,ULS Nordeste,ARS Norte,5140-073,Carrazeda de Ansi?es,Carrazeda de Ansi?es,Carrazeda de Ansi?es,,,BRAGAN€A,./0.png
0,0,UCSP Freixo de Espada … Cinta,UCSP,3/20/2007,3/20/2007,ACES Nordeste,ULS Nordeste,ARS Norte,5180-122,FREIXO DE ESPADA ? CINTA,Uni?o das freguesias de Freixo de Espada … Cinta e Mazouco,Freixo de Espada … Cinta,,,BRAGAN€A,./0.png
-6.27643,41.4953,UCSP Miranda do Douro,UCSP,3/20/2007,3/20/2007,ACES Nordeste,ULS Nordeste,ARS Norte,5210-217,Miranda do Douro,Miranda do Douro,Miranda do Douro,41.495300000000000,-6.276430000000000,BRAGAN€A,./0.png
-6.71202,41.343,UCSP Mogadouro,UCSP,3/20/2007,3/20/2007,ACES Nordeste,ULS Nordeste,ARS Norte,5200-207,Mogadouro,"Uni?o das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei",Mogadouro,41.343000000000004,-6.712020000000000,BRAGAN€A,./0.png
0,0,UCSP Torre de Moncorvo,UCSP,3/20/2007,3/20/2007,ACES Nordeste,ULS Nordeste,ARS Norte,5160-304,MONCORVO,,,,,#N/A,./0.png
0,0,UCSP Vila Flor,UCSP,3/20/2007,3/20/2007,ACES Nordeste,ULS Nordeste,ARS Norte,5360-301,VILA FLOR,,,,,#N/A,./0.png
-6.52608,41.5907,UCSP Vimioso,UCSP,3/20/2007,3/20/2007,ACES Nordeste,ULS Nordeste,ARS Norte,5230-308,Vimioso,Vimioso,Vimioso,41.590699999999998,-6.526080000000000,BRAGAN€A,./0.png
-7.0108,41.8301,UCSP Vinhais,UCSP,3/20/2007,3/20/2007,ACES Nordeste,ULS Nordeste,ARS Norte,5320-334,Vinhais,Vinhais,Vinhais,41.830100000000002,-7.010800000000000,BRAGAN€A,./0.png
-8.83427,41.8755,UCSP Caminha,UCSP,3/20/2007,3/20/2007,ACES Alto Minho,ULS Alto Minho,ARS Norte,4910-102,Caminha,Uni?o das freguesias de Caminha (Matriz) e Vilarelho,Caminha,41.875500000000002,-8.834270000000000,VIANA DO CASTELO,./0.png
-8.25925,42.116,UCSP Melga‡o,UCSP,3/20/2007,3/20/2007,ACES Alto Minho,ULS Alto Minho,ARS Norte,4960-546,Melga‡o,Uni?o das freguesias de Vila e Roussas,Melga‡o,42.116000000000000,-8.259250000000000,VIANA DO CASTELO,./0.png
-8.54215,41.7933,UCSP Ponte de Lima,UCSP,3/20/2007,3/20/2007,ACES Alto Minho,ULS Alto Minho,ARS Norte,4990-706,Refoios do Lima,Ref¢ios do Lima,Ponte de Lima,41.793300000000002,-8.542149999999999,VIANA DO CASTELO,./0.png
-8.74332,41.9446,UCSP Vila Nova de Cerveira,UCSP,3/20/2007,3/20/2007,ACES Alto Minho,ULS Alto Minho,ARS Norte,4920-275,Vila Nova de Cerveira,Uni?o das freguesias de Vila Nova de Cerveira e Lovelhe,Vila Nova de Cerveira,41.944600000000001,-8.743320000000001,VIANA DO CASTELO,./0.png
-8.79995,41.678,UCSP Darque,UCSP,3/20/2007,3/20/2007,ACES Alto Minho,ULS Alto Minho,ARS Norte,4935-087,Darque,Darque,Viana do Castelo,41.677999999999997,-8.799950000000001,VIANA DO CASTELO,./0.png
-8.70125,41.6482,UCSP Barroselas,UCSP,3/20/2007,3/20/2007,ACES Alto Minho,ULS Alto Minho,ARS Norte,4905-472,Barroselas,Uni?o das freguesias de Barroselas e Carvoeiro,Viana do Castelo,41.648200000000003,-8.701250000000000,VIANA DO CASTELO,./0.png
0,0,UCSP Alij¢,UCSP,3/20/2007,3/20/2007,ACES Mar?o e Douro Norte,,ARS Norte,5070-021,Alij¢,Alij¢,Alij¢,,,VILA REAL,./0.png
-7.66489,41.6897,UCSP Boticas,UCSP,3/20/2007,3/20/2007,ACES Alto Tƒmega e Barroso,,ARS Norte,5460-311,Boticas,Boticas e Granja,Boticas,41.689700000000002,-7.664890000000000,VILA REAL,./0.png
-7.85325,41.1817,UCSP Mes?o Frio,UCSP,3/19/2007,3/19/2007,ACES Mar?o e Douro Norte,,ARS Norte,5040-425,Mes?o Frio,Mes?o Frio (Santo Andr‚),Mes?o Frio,41.181699999999999,-7.853250000000000,VILA REAL,./0.png
-7.4519,41.4035,UCSP Mur‡a,UCSP,3/20/2007,3/20/2007,ACES Mar?o e Douro Norte,,ARS Norte,5090-118,Mur‡a,Mur‡a,Mur‡a,41.403500000000001,-7.451900000000000,VILA REAL,./0.png
-7.79482,41.5182,UCSP Ribeira de Pena,UCSP,3/20/2007,3/20/2007,ACES Alto Tƒmega e Barroso,,ARS Norte,4870-162,Ribeira de Pena,Uni?o das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Al‚m-Tƒmega,Ribeira de Pena,41.518200000000000,-7.794820000000000,VILA REAL,./0.png
-7.57504,41.268,UCSP Sabrosa,UCSP,3/20/2007,3/20/2007,ACES Mar?o e Douro Norte,,ARS Norte,5060-322,Sabrosa,Sabrosa,Sabrosa,41.268000000000001,-7.575040000000000,VILA REAL,./0.png
-7.31344,41.6094,UCSP Valpa‡os,UCSP,3/19/2007,3/19/2007,ACES Alto Tƒmega e Barroso,,ARS Norte,5430-423,Valpa‡os,Valpa‡os e Sanfins,Valpa‡os,41.609400000000001,-7.313440000000000,VILA REAL,./0.png
-7.64521,41.4986,UCSP Vila Pouca Aguiar,UCSP,3/20/2007,3/20/2007,ACES Alto Tƒmega e Barroso,,ARS Norte,5450-011,Vila Pouca de Aguiar,Vila Pouca de Aguiar,Vila Pouca de Aguiar,41.498600000000003,-7.645210000000000,VILA REAL,./0.png
-7.47959,41.7543,UCSP Chaves II,UCSP,3/20/2007,3/20/2007,ACES Alto Tƒmega e Barroso,,ARS Norte,5400-261,Chaves,Vale de Anta,Chaves,41.754300000000001,-7.479590000000000,VILA REAL,./0.png
-8.48255,40.6859,UCSP Albergaria-a-Velha I,UCSP,3/20/2007,3/20/2007,ACES Baixo Vouga,,ARS Centro,3850-004,Albergaria-a-Velha,Albergaria-a-Velha e Valmaior,Albergaria-a-Velha,40.685899999999997,-8.482550000000000,AVEIRO,./0.png
-8.36399,40.7273,UCSP Sever do Vouga,UCSP,3/20/2007,3/20/2007,ACES Baixo Vouga,,ARS Centro,3740-214,Sever do Vouga,Sever do Vouga,Sever do Vouga,40.727300000000000,-8.363989999999999,AVEIRO,./0.png
-7.24057,39.925,UCSP Idanha-a-Nova,UCSP,3/20/2007,3/20/2007,ACES Beira Interior Sul,ULS Castelo Branco,ARS Centro,6060-101,Idanha-a-Nova,Uni?o das freguesias de Idanha-a-Nova e Alcafozes,Idanha-a-Nova,39.924999999999997,-7.240570000000000,CASTELO BRANCO,./0.png
-7.91414,39.9213,UCSP Oleiros,UCSP,3/20/2007,3/20/2007,ACES Pinhal Interior Sul,ULS Castelo Branco,ARS Centro,6160-680,Oleiros,Oleiros-Amieira,Oleiros,39.921300000000002,-7.914140000000000,CASTELO BRANCO,./0.png
-7.17138,40.1668,UCSP Penamacor,UCSP,3/20/2007,3/20/2007,ACES Beira Interior Sul,ULS Castelo Branco,ARS Centro,6090-572,Penamacor,Penamacor,Penamacor,40.166800000000002,-7.171380000000000,CASTELO BRANCO,./0.png
-7.92037,39.7511,UCSP Proen‡a-a-Nova,UCSP,3/20/2007,3/20/2007,ACES Pinhal Interior Sul,ULS Castelo Branco,ARS Centro,6150-544,Proen‡a-a-Nova,Uni?o das freguesias de Proen‡a-a-Nova e Peral,Proen‡a-a-Nova,39.751100000000001,-7.920370000000000,CASTELO BRANCO,./0.png
-8.09766,39.7983,UCSP Sert?,UCSP,3/20/2007,3/20/2007,ACES Pinhal Interior Sul,ULS Castelo Branco,ARS Centro,6100-601,Sert?,Sert?,Sert?,39.798299999999998,-8.097659999999999,CASTELO BRANCO,./0.png
-8.14343,39.6762,UCSP Vila de Rei,UCSP,3/20/2007,3/20/2007,ACES Pinhal Interior Sul,ULS Castelo Branco,ARS Centro,6110-218,Vila de Rei,Vila de Rei,Vila de Rei,39.676200000000001,-8.143430000000000,CASTELO BRANCO,./0.png
-8.58816,40.3412,UCSP Cantanhede,UCSP,3/20/2007,3/20/2007,ACES Baixo Mondego,,ARS Centro,3060-123,Cantanhede,Uni?o das freguesias de Cantanhede e Pocari‡a,Cantanhede,40.341200000000001,-8.588160000000000,COIMBRA,./0.png
-8.43618,40.2163,UCSP Fern?o Magalh?es,UCSP,3/20/2007,3/20/2007,ACES Baixo Mondego,,ARS Centro,3000-174,Coimbra,"Uni?o das freguesias de Coimbra (S‚ Nova, Santa Cruz, Almedina e S?o Bartolomeu)",Coimbra,40.216299999999997,-8.436180000000000,COIMBRA,./0.png
-8.7373,40.4267,UCSP Mira,UCSP,3/20/2007,3/20/2007,ACES Baixo Mondego,,ARS Centro,3070-331,Mira,Mira,Mira,40.426699999999997,-8.737299999999999,COIMBRA,./0.png
-8.28054,40.2705,UCSP Penacova,UCSP,3/20/2007,3/20/2007,ACES Baixo Mondego,,ARS Centro,3360-343,Penacova,Penacova,Penacova,40.270499999999998,-8.280540000000000,COIMBRA,./0.png
-8.62088,40.0626,UCSP Soure,UCSP,3/20/2007,3/20/2007,ACES Baixo Mondego,,ARS Centro,3130-200,Soure,Soure,Soure,40.062600000000003,-8.620880000000000,COIMBRA,./0.png
-6.90559,40.7254,UCSP Almeida,UCSP,3/20/2007,3/20/2007,ACES Guarda,ULS Guarda,ARS Centro,6350-209,Almeida,Almeida,Almeida,40.725400000000000,-6.905590000000000,GUARDA,./0.png
-7.39526,40.6321,UCSP Celorico da Beira,UCSP,3/20/2007,3/20/2007,ACES Guarda,ULS Guarda,ARS Centro,6360-320,Celorico da Beira,Uni?o das freguesias de Celorico (S?o Pedro e Santa Maria) e Vila Boa do Mondego,Celorico da Beira,40.632100000000001,-7.395260000000000,GUARDA,./0.png
-6.96452,40.8937,UCSP Figueira de Castelo Rodrigo,UCSP,3/20/2007,3/20/2007,ACES Guarda,ULS Guarda,ARS Centro,6440-102,Figueira de Castelo Rodrigo,Figueira de Castelo Rodrigo,Figueira de Castelo Rodrigo,40.893700000000003,-6.964520000000000,GUARDA,./0.png
-7.54244,40.5822,UCSP Gouveia,UCSP,3/20/2007,3/20/2007,ACES Guarda,ULS Guarda,ARS Centro,6290-370,Gouveia,Gouveia,Gouveia,40.582200000000000,-7.542440000000000,GUARDA,./0.png
-7.27244,40.5353,UCSP Guarda,UCSP,3/20/2007,3/20/2007,ACES Guarda,ULS Guarda,ARS Centro,6300-659,Guarda,Guarda,Guarda,40.535299999999999,-7.272440000000000,GUARDA,./0.png
-7.54057,40.3999,UCSP Manteigas,UCSP,3/20/2007,3/20/2007,ACES Guarda,ULS Guarda,ARS Centro,6260-136,Manteigas,Manteigas (S?o Pedro),Manteigas,40.399900000000002,-7.540570000000000,GUARDA,./0.png
-7.06841,40.7711,UCSP Pinhel,UCSP,3/20/2007,3/20/2007,ACES Guarda,ULS Guarda,ARS Centro,6400-490,Pinhel,Pinhel,Pinhel,40.771099999999997,-7.068410000000000,GUARDA,./0.png
-7.0796,40.3513,UCSP Sabugal,UCSP,3/20/2007,3/20/2007,ACES Guarda,ULS Guarda,ARS Centro,6320-354,Sabugal,Uni?o das freguesias do Sabugal e Aldeia de Santo Ant¢nio,Sabugal,40.351300000000002,-7.079600000000000,GUARDA,./0.png
-7.70982,40.4172,UCSP Seia,UCSP,3/20/2007,3/20/2007,ACES Guarda,ULS Guarda,ARS Centro,6270-468,Seia,"Uni?o das freguesias de Seia, S?o Rom?o e Lapa dos Dinheiros",Seia,40.417200000000001,-7.709820000000000,GUARDA,./0.png
-7.35323,40.7775,UCSP Trancoso,UCSP,3/20/2007,3/20/2007,ACES Guarda,ULS Guarda,ARS Centro,6420-033,Trancoso,Uni?o das freguesias de Trancoso (S?o Pedro e Santa Maria) e Souto Maior,Trancoso,40.777500000000003,-7.353230000000000,GUARDA,./0.png
-9.13945,39.4115,UCSP Caldas da Rainha,UCSP,3/20/2007,3/20/2007,ACES Oeste Norte,,ARS Lisboa e Vale do Tejo,2500-241,Caldas da Rainha,"Uni?o das freguesias de Caldas da Rainha - Nossa Senhora do P¢pulo, Coto e S?o Greg¢rio",Caldas da Rainha,39.411499999999997,-9.139450000000000,LEIRIA,./0.png
-9.15613,39.3543,UCSP ?bidos,UCSP,3/20/2007,3/20/2007,ACES Oeste Norte,,ARS Lisboa e Vale do Tejo,2510-081,?bidos,"Santa Maria, S?o Pedro e Sobral da Lagoa",?bidos,39.354300000000002,-9.156129999999999,LEIRIA,./0.png
-7.69353,41.1078,UCSP Armamar,UCSP,3/20/2007,3/20/2007,ACES Douro Sul,,ARS Norte,5110-122,Armamar,Armamar,Armamar,41.107799999999997,-7.693530000000000,VISEU,./0.png
-7.81444,41.0973,UCSP Lamego,UCSP,3/20/2007,3/20/2007,ACES Douro Sul,,ARS Norte,5100-143,Lamego,Lamego (Almacave e S‚),Lamego,41.097299999999997,-7.814440000000000,VISEU,./0.png
-7.61151,40.9723,UCSP Moimenta da Beira,UCSP,3/20/2007,3/20/2007,ACES Douro Sul,,ARS Norte,3620-371,Moimenta da Beira,Moimenta da Beira,Moimenta da Beira,40.972299999999997,-7.611510000000000,VISEU,./0.png
-8.22922,40.3998,UCSP Juiz de Fora,UCSP,3/20/2007,3/20/2007,ACES Baixo Mondego,,ARS Centro,3450-151,Mort gua,"Uni?o das freguesias de Mort gua, Vale de Rem¡gio, Cortega‡a e Alma‡a",Mort gua,40.399799999999999,-8.229220000000000,VISEU,./0.png
-7.39465,40.9869,UCSP Penedono,UCSP,3/20/2007,3/20/2007,ACES Douro Sul,,ARS Norte,3630-231,Penedono,Uni?o das freguesias de Penedono e Granja,Penedono,40.986899999999999,-7.394650000000000,VISEU,./0.png
-7.95005,41.1066,UCSP Resende,UCSP,3/20/2007,3/20/2007,ACES Baixo Tƒmega,,ARS Norte,4660-211,Resende,Resende,Resende,41.106600000000000,-7.950050000000000,VISEU,./0.png
-7.40083,41.1454,UCSP S?o Jo?o da Pesqueira,UCSP,3/20/2007,3/20/2007,ACES Douro Sul,,ARS Norte,5130-321,S?o Jo?o da Pesqueira,Uni?o das freguesias de S?o Jo?o da Pesqueira e V rzea de Trev?es,S?o Jo?o da Pesqueira,41.145400000000002,-7.400830000000000,VISEU,./0.png
-7.49006,40.8977,UCSP Sernancelhe,UCSP,3/20/2007,3/20/2007,ACES Douro Sul,,ARS Norte,3640-224,Sernancelhe,Uni?o das freguesias de Sernancelhe e Sarzeda,Sernancelhe,40.897700000000000,-7.490060000000000,VISEU,./0.png
-7.56314,41.1188,UCSP Tabua‡o,UCSP,3/20/2007,3/20/2007,ACES Douro Sul,,ARS Norte,5120-407,Tabua‡o,Tabua‡o,Tabua‡o,41.118800000000000,-7.563140000000000,VISEU,./0.png
-7.77618,41.0223,UCSP Tarouca,UCSP,3/20/2007,3/20/2007,ACES Douro Sul,,ARS Norte,3610-001,Tarouca,Uni?o das freguesias de Tarouca e D lvares,Tarouca,41.022300000000001,-7.776180000000000,VISEU,./0.png
-8.99868,39.0508,UCSP Alenquer,UCSP,3/20/2007,3/20/2007,ACES Estu rio do Tejo,,ARS Lisboa e Vale do Tejo,2580-393,Alenquer,Uni?o das freguesias de Alenquer (Santo Estˆv?o e Triana),Alenquer,39.050800000000002,-8.998680000000000,LISBOA,./0.png
-9.23439,38.7584,UCSP Amadora,UCSP,3/20/2007,3/20/2007,ACES Amadora,,ARS Lisboa e Vale do Tejo,2700-511,Amadora,Venteira,Amadora,38.758400000000002,-9.234389999999999,LISBOA,./0.png
-9.08145,38.9817,UCSP Arruda dos Vinhos,UCSP,3/20/2007,3/20/2007,ACES Estu rio do Tejo,,ARS Lisboa e Vale do Tejo,2630-243,Arruda dos Vinhos,Arruda dos Vinhos,Arruda dos Vinhos,38.981699999999996,-9.081450000000000,LISBOA,./0.png
-8.87283,39.0689,UCSP Azambuja,UCSP,3/20/2007,3/20/2007,ACES Estu rio do Tejo,,ARS Lisboa e Vale do Tejo,2050-271,Azambuja,Azambuja,Azambuja,39.068899999999999,-8.872830000000000,LISBOA,./0.png
-9.10182,39.2382,UCSP Cadaval,UCSP,3/20/2007,3/20/2007,ACES Oeste Sul,,ARS Lisboa e Vale do Tejo,2550-145,Cadaval,Uni?o das freguesias do Cadaval e Pˆro Moniz,Cadaval,39.238199999999999,-9.101820000000000,LISBOA,./0.png
-9.16206,38.7117,UCSP Lapa,UCSP,3/19/2007,3/19/2007,ACES Lisboa Central,,ARS Lisboa e Vale do Tejo,1200-831,Lisboa,Estrela,Lisboa,38.711700000000000,-9.162060000000000,LISBOA,./0.png
-9.31023,39.2429,UCSP Lourinh?,UCSP,3/20/2007,3/20/2007,ACES Oeste Sul,,ARS Lisboa e Vale do Tejo,2530-117,Lourinh?,Uni?o das freguesias de Lourinh? e Atalaia,Lourinh?,39.242899999999999,-9.310230000000001,LISBOA,./0.png
-9.19648,38.969,UCSP Sobral de Monte Agra‡o,UCSP,3/20/2007,3/20/2007,ACES Oeste Sul,,ARS Lisboa e Vale do Tejo,2590-430,Sapataria,Sapataria,Sobral de Monte Agra‡o,38.969000000000001,-9.196479999999999,LISBOA,./0.png
-9.25697,39.0795,UCSP Torres Vedras,UCSP,3/20/2007,3/20/2007,ACES Oeste Sul,,ARS Lisboa e Vale do Tejo,2560-253,Torres Vedras,"Uni?o das freguesias de Torres Vedras (S?o Pedro, Santiago, Santa Maria do Castelo e S?o Miguel) e Matac?es",Torres Vedras,39.079500000000003,-9.256970000000001,LISBOA,./0.png
-8.20181,39.4634,UCSP Abrantes,UCSP,3/20/2007,3/20/2007,ACES M‚dio Tejo,,ARS Lisboa e Vale do Tejo,2200-404,Abrantes,Uni?o das freguesias de Abrantes (S?o Vicente e S?o Jo?o) e Alferrarede,Abrantes,39.463400000000000,-8.201810000000000,SANTARM,./0.png
-8.66686,39.4578,UCSP Alcanena,UCSP,3/20/2007,3/20/2007,ACES M‚dio Tejo,,ARS Lisboa e Vale do Tejo,2380-092,Alcanena,Uni?o das freguesias de Alcanena e Vila Moreira,Alcanena,39.457799999999999,-8.666860000000000,SANTARM,./0.png
-8.62601,39.2097,UCSP Almeirim,UCSP,3/20/2007,3/20/2007,ACES Lez¡ria,,ARS Lisboa e Vale do Tejo,2080-011,Almeirim,Almeirim,Almeirim,39.209699999999998,-8.626010000000001,SANTARM,./0.png
-8.80321,38.9773,UCSP Benavente,UCSP,3/19/2007,3/19/2007,ACES Estu rio do Tejo,,ARS Lisboa e Vale do Tejo,2130-060,Benavente,Benavente,Benavente,38.977300000000000,-8.803210000000000,SANTARM,./0.png
-8.78389,39.1655,UCSP Cartaxo,UCSP,3/20/2007,3/20/2007,ACES Lez¡ria,,ARS Lisboa e Vale do Tejo,2070-085,Cartaxo,Uni?o das freguesias do Cartaxo e Vale da Pinta,Cartaxo,39.165500000000002,-8.783890000000000,SANTARM,./0.png
-8.48107,39.3577,UCSP Chamusca,UCSP,3/20/2007,3/20/2007,ACES Lez¡ria,,ARS Lisboa e Vale do Tejo,2140-078,Chamusca,Uni?o das freguesias da Chamusca e Pinheiro Grande,Chamusca,39.357700000000001,-8.481070000000001,SANTARM,./0.png
-8.33675,39.4785,UCSP Constƒncia,UCSP,3/20/2007,3/20/2007,ACES M‚dio Tejo,,ARS Lisboa e Vale do Tejo,2250-024,Constƒncia,Constƒncia,Constƒncia,39.478499999999997,-8.336750000000000,SANTARM,./0.png
-8.28742,39.6886,UCSP Ferreira do Zˆzere,UCSP,3/20/2007,3/20/2007,ACES M‚dio Tejo,,ARS Lisboa e Vale do Tejo,2240-357,Ferreira do Zˆzere,Ferreira do Zˆzere,Ferreira do Zˆzere,39.688600000000001,-8.287419999999999,SANTARM,./0.png
-7.99558,39.5598,UCSP Ma‡?o,UCSP,3/20/2007,3/20/2007,ACES M‚dio Tejo,,ARS Lisboa e Vale do Tejo,6120-725,Ma‡?o,"Uni?o das freguesias de Ma‡?o, Penhascoso e Aboboreira",Ma‡?o,39.559800000000003,-7.995580000000000,SANTARM,./0.png
-8.79292,39.0259,UCSP Salvaterra de Magos,UCSP,3/20/2007,3/20/2007,ACES Lez¡ria,,ARS Lisboa e Vale do Tejo,2120-115,Salvaterra de Magos,Uni?o das freguesias de Salvaterra de Magos e Foros de Salvaterra,Salvaterra de Magos,39.025900000000000,-8.792920000000001,SANTARM,./0.png
-8.70128,39.2382,UCSP Santar‚m,UCSP,3/20/2007,3/20/2007,ACES Lez¡ria,,ARS Lisboa e Vale do Tejo,2005-257,Santar‚m,"Uni?o das freguesias de Santar‚m (Marvila), Santa Iria da Ribeira de Santar‚m, Santar‚m (S?o Salvador) e Santar‚m (S?o Nicolau)",Santar‚m,39.238199999999999,-8.701280000000001,SANTARM,./0.png
-8.15982,39.5369,UCSP Sardoal,UCSP,3/20/2007,3/20/2007,ACES M‚dio Tejo,,ARS Lisboa e Vale do Tejo,2230-123,Sardoal,Sardoal,Sardoal,39.536900000000003,-8.159820000000000,SANTARM,./0.png
-8.40188,39.6017,UCSP Tomar,UCSP,3/20/2007,3/20/2007,ACES M‚dio Tejo,,ARS Lisboa e Vale do Tejo,2300-469,Tomar,Uni?o das freguesias de Tomar (S?o Jo?o Baptista) e Santa Maria dos Olivais,Tomar,39.601700000000001,-8.401880000000000,SANTARM,./0.png
-8.54629,39.4671,UCSP Torres Novas,UCSP,3/20/2007,3/20/2007,ACES M‚dio Tejo,,ARS Lisboa e Vale do Tejo,2350-761,Torres Novas,"Uni?o das freguesias de Torres Novas (S?o Pedro), Lapas e Ribeira Branca",Torres Novas,39.467100000000002,-8.546290000000001,SANTARM,./0.png
-8.5753,39.6592,UCSP Our‚m,UCSP,3/20/2007,3/20/2007,ACES M‚dio Tejo,,ARS Lisboa e Vale do Tejo,2490-546,Our‚m,Nossa Senhora da Piedade,Our‚m,39.659199999999998,-8.575300000000000,SANTARM,./0.png
-9.11368,38.6275,UCSP Amora,UCSP,3/20/2007,3/20/2007,ACES Almada / Seixal,,ARS Lisboa e Vale do Tejo,2845-452,Amora,Amora,Seixal,38.627499999999998,-9.113680000000000,SET?BAL,./0.png
0,0,UCSP Corroios,UCSP,3/20/2007,3/20/2007,ACES Almada / Seixal,,ARS Lisboa e Vale do Tejo,2855-386,CORROIOS,Corroios,Seixal,,,SET?BAL,./0.png
-8.16126,37.8809,UCSP Aljustrel,UCSP,3/20/2007,3/20/2007,ACES Baixo Alentejo,ULS Baixo Alentejo,ARS Alentejo,7600-073,Aljustrel,Secarias,Arganil,37.880899999999997,-8.161260000000000,COIMBRA,./0.png
-8.05988,37.5157,UCSP Almod“var,UCSP,3/20/2007,3/20/2007,ACES Baixo Alentejo,ULS Baixo Alentejo,ARS Alentejo,7700-071,Almod“var,Uni?o das freguesias de Almod“var e Gra‡a dos Padr?es,Almod“var,37.515700000000002,-8.059880000000000,BEJA,./0.png
-7.99409,38.2589,UCSP Alvito,UCSP,3/20/2007,3/20/2007,ACES Baixo Alentejo,ULS Baixo Alentejo,ARS Alentejo,7920-011,Alvito,Alvito,Alvito,38.258899999999997,-7.994090000000000,BEJA,./0.png
-7.85595,38.0094,UCSP Beja,UCSP,3/20/2007,3/20/2007,ACES Baixo Alentejo,ULS Baixo Alentejo,ARS Alentejo,7800-053,Beja,Uni?o das freguesias de Beja (Salvador e Santa Maria da Feira),Beja,38.009399999999999,-7.855950000000000,BEJA,./0.png
-8.08387,37.7038,UCSP Castro Verde,UCSP,3/20/2007,3/20/2007,ACES Baixo Alentejo,ULS Baixo Alentejo,ARS Alentejo,7780-909,Castro Verde,Uni?o das freguesias de Castro Verde e Cas‚vel,Castro Verde,37.703800000000001,-8.083869999999999,BEJA,./0.png
-7.89406,38.1696,UCSP Cuba,UCSP,3/20/2007,3/20/2007,ACES Baixo Alentejo,ULS Baixo Alentejo,ARS Alentejo,7940-148,Cuba,Cuba,Cuba,38.169600000000003,-7.894060000000000,BEJA,./0.png
-8.11614,38.0618,UCSP Ferreira do Alentejo,UCSP,3/20/2007,3/20/2007,ACES Baixo Alentejo,ULS Baixo Alentejo,ARS Alentejo,7900-647,Ferreira do Alentejo,Uni?o das freguesias de Ferreira do Alentejo e Canhestros,Ferreira do Alentejo,38.061799999999998,-8.116140000000000,BEJA,./0.png
-7.66098,37.6409,UCSP M‚rtola,UCSP,3/19/2007,3/19/2007,ACES Baixo Alentejo,ULS Baixo Alentejo,ARS Alentejo,7750-369,M‚rtola,M‚rtola,M‚rtola,37.640900000000002,-7.660980000000000,BEJA,./0.png
